sentence,word,label
New update download kar lo fixed all the annoying bugs,download,ENG
New update download kar lo fixed all the annoying bugs,kar,URD
New update download kar lo fixed all the annoying bugs,lo,URD
New update download kar lo fixed all the annoying bugs,fixed,ENG
New update download kar lo fixed all the annoying bugs,all,ENG
New update download kar lo fixed all the annoying bugs,the,ENG
New update download kar lo fixed all the annoying bugs,annoying,ENG
New update download kar lo fixed all the annoying bugs,bugs,ENG
Online shopping kar raha hoon huge sale is going on,Online,ENG
Online shopping kar raha hoon huge sale is going on,shopping,ENG
Online shopping kar raha hoon huge sale is going on,kar,URD
Online shopping kar raha hoon huge sale is going on,raha,URD
Online shopping kar raha hoon huge sale is going on,hoon,URD
Online shopping kar raha hoon huge sale is going on,huge,ENG
Online shopping kar raha hoon huge sale is going on,sale,ENG
Online shopping kar raha hoon huge sale is going on,is,ENG
Online shopping kar raha hoon huge sale is going on,going,ENG
Online shopping kar raha hoon huge sale is going on,on,ENG
Payment decline ho gayi trying another credit card,Payment,ENG
Payment decline ho gayi trying another credit card,decline,ENG
Payment decline ho gayi trying another credit card,ho,URD
Payment decline ho gayi trying another credit card,gayi,URD
Payment decline ho gayi trying another credit card,trying,ENG
Payment decline ho gayi trying another credit card,another,ENG
Payment decline ho gayi trying another credit card,credit,ENG
Payment decline ho gayi trying another credit card,card,ENG
Delivery today confirm hai track the parcel status,Delivery,ENG
Delivery today confirm hai track the parcel status,today,ENG
Delivery today confirm hai track the parcel status,confirm,ENG
Delivery today confirm hai track the parcel status,hai,URD
Delivery today confirm hai track the parcel status,track,ENG
Delivery today confirm hai track the parcel status,the,ENG
Delivery today confirm hai track the parcel status,parcel,ENG
Delivery today confirm hai track the parcel status,status,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,Unsubscribe,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,kar,URD
Unsubscribe kar diya newsletter spamming my inbox every hour,diya,URD
Unsubscribe kar diya newsletter spamming my inbox every hour,newsletter,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,spamming,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,my,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,inbox,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,every,ENG
Unsubscribe kar diya newsletter spamming my inbox every hour,hour,ENG
App continually crash ho rahi hai reinstalling it right now,App,ENG
App continually crash ho rahi hai reinstalling it right now,continually,ENG
App continually crash ho rahi hai reinstalling it right now,crash,ENG
App continually crash ho rahi hai reinstalling it right now,ho,URD
App continually crash ho rahi hai reinstalling it right now,rahi,URD
App continually crash ho rahi hai reinstalling it right now,hai,URD
App continually crash ho rahi hai reinstalling it right now,reinstalling,ENG
App continually crash ho rahi hai reinstalling it right now,it,ENG
App continually crash ho rahi hai reinstalling it right now,right,ENG
App continually crash ho rahi hai reinstalling it right now,now,ENG
Profile picture change ki hai how is the new look,Profile,ENG
Profile picture change ki hai how is the new look,picture,ENG
Profile picture change ki hai how is the new look,change,ENG
Profile picture change ki hai how is the new look,ki,URD
Profile picture change ki hai how is the new look,hai,URD
Profile picture change ki hai how is the new look,how,ENG
Profile picture change ki hai how is the new look,is,ENG
Profile picture change ki hai how is the new look,the,ENG
Profile picture change ki hai how is the new look,new,ENG
Profile picture change ki hai how is the new look,look,ENG
Voice note sun lo explanation detailed hai usme,Voice,ENG
Voice note sun lo explanation detailed hai usme,note,ENG
Voice note sun lo explanation detailed hai usme,sun,URD
Voice note sun lo explanation detailed hai usme,lo,URD
Voice note sun lo explanation detailed hai usme,explanation,ENG
Voice note sun lo explanation detailed hai usme,detailed,ENG
Voice note sun lo explanation detailed hai usme,hai,URD
Voice note sun lo explanation detailed hai usme,usme,URD
Group chat mute kar diya notifications were getting annoying,Group,ENG
Group chat mute kar diya notifications were getting annoying,chat,ENG
Group chat mute kar diya notifications were getting annoying,mute,ENG
Group chat mute kar diya notifications were getting annoying,kar,URD
Group chat mute kar diya notifications were getting annoying,diya,URD
Group chat mute kar diya notifications were getting annoying,notifications,ENG
Group chat mute kar diya notifications were getting annoying,were,ENG
Group chat mute kar diya notifications were getting annoying,getting,ENG
Group chat mute kar diya notifications were getting annoying,annoying,ENG
Plan final kar lo where are we hanging out this weekend,Plan,ENG
Plan final kar lo where are we hanging out this weekend,final,ENG
Plan final kar lo where are we hanging out this weekend,kar,URD
Plan final kar lo where are we hanging out this weekend,lo,URD
Plan final kar lo where are we hanging out this weekend,where,ENG
Plan final kar lo where are we hanging out this weekend,are,ENG
Plan final kar lo where are we hanging out this weekend,we,ENG
Plan final kar lo where are we hanging out this weekend,hanging,ENG
Plan final kar lo where are we hanging out this weekend,out,ENG
Plan final kar lo where are we hanging out this weekend,this,ENG
Plan final kar lo where are we hanging out this weekend,weekend,ENG
Tickets book ho gayi hain packing starts tonight,Tickets,ENG
Tickets book ho gayi hain packing starts tonight,book,ENG
Tickets book ho gayi hain packing starts tonight,ho,URD
Tickets book ho gayi hain packing starts tonight,gayi,URD
Tickets book ho gayi hain packing starts tonight,hain,URD
Tickets book ho gayi hain packing starts tonight,packing,ENG
Tickets book ho gayi hain packing starts tonight,starts,ENG
Tickets book ho gayi hain packing starts tonight,tonight,ENG
Flight delayed hai by 3 hours waiting at the lounge,Flight,ENG
Flight delayed hai by 3 hours waiting at the lounge,delayed,ENG
Flight delayed hai by 3 hours waiting at the lounge,hai,URD
Flight delayed hai by 3 hours waiting at the lounge,by,ENG
Flight delayed hai by 3 hours waiting at the lounge,3,MIX
Flight delayed hai by 3 hours waiting at the lounge,hours,ENG
Flight delayed hai by 3 hours waiting at the lounge,waiting,ENG
Flight delayed hai by 3 hours waiting at the lounge,at,ENG
Flight delayed hai by 3 hours waiting at the lounge,the,ENG
Flight delayed hai by 3 hours waiting at the lounge,lounge,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,Hotel,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,reservation,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,confirm,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,ho,URD
Hotel reservation confirm ho gayi view looks amazing from the room,gayi,URD
Hotel reservation confirm ho gayi view looks amazing from the room,view,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,looks,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,amazing,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,from,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,the,ENG
Hotel reservation confirm ho gayi view looks amazing from the room,room,ENG
Road trip par chalte hain playlist is fully ready,Road,ENG
Road trip par chalte hain playlist is fully ready,trip,ENG
Road trip par chalte hain playlist is fully ready,par,URD
Road trip par chalte hain playlist is fully ready,chalte,URD
Road trip par chalte hain playlist is fully ready,hain,URD
Road trip par chalte hain playlist is fully ready,playlist,ENG
Road trip par chalte hain playlist is fully ready,is,ENG
Road trip par chalte hain playlist is fully ready,fully,ENG
Road trip par chalte hain playlist is fully ready,ready,ENG
Fuel tank full karwa lo long drive ahead,Fuel,ENG
Fuel tank full karwa lo long drive ahead,tank,ENG
Fuel tank full karwa lo long drive ahead,full,ENG
Fuel tank full karwa lo long drive ahead,karwa,URD
Fuel tank full karwa lo long drive ahead,lo,URD
Fuel tank full karwa lo long drive ahead,long,ENG
Fuel tank full karwa lo long drive ahead,drive,ENG
Fuel tank full karwa lo long drive ahead,ahead,ENG
Location share kar do following the Google Maps route,Location,ENG
Location share kar do following the Google Maps route,share,ENG
Location share kar do following the Google Maps route,kar,URD
Location share kar do following the Google Maps route,do,URD
Location share kar do following the Google Maps route,following,ENG
Location share kar do following the Google Maps route,the,ENG
Location share kar do following the Google Maps route,Google,ENG
Location share kar do following the Google Maps route,Maps,ENG
Location share kar do following the Google Maps route,route,ENG
Bohot maza aaya trip par created unforgettable memories,Bohot,URD
Bohot maza aaya trip par created unforgettable memories,maza,URD
Bohot maza aaya trip par created unforgettable memories,aaya,URD
Bohot maza aaya trip par created unforgettable memories,trip,ENG
Bohot maza aaya trip par created unforgettable memories,par,URD
Bohot maza aaya trip par created unforgettable memories,created,ENG
Bohot maza aaya trip par created unforgettable memories,unforgettable,ENG
Bohot maza aaya trip par created unforgettable memories,memories,ENG
Train arrival time kya hai reaching the station soon,Train,ENG
Train arrival time kya hai reaching the station soon,arrival,ENG
Train arrival time kya hai reaching the station soon,time,ENG
Train arrival time kya hai reaching the station soon,kya,URD
Train arrival time kya hai reaching the station soon,hai,URD
Train arrival time kya hai reaching the station soon,reaching,ENG
Train arrival time kya hai reaching the station soon,the,ENG
Train arrival time kya hai reaching the station soon,station,ENG
Train arrival time kya hai reaching the station soon,soon,ENG
Luggage bohot heavy hai need help carrying these bags,Luggage,ENG
Luggage bohot heavy hai need help carrying these bags,bohot,URD
Luggage bohot heavy hai need help carrying these bags,heavy,ENG
Luggage bohot heavy hai need help carrying these bags,hai,URD
Luggage bohot heavy hai need help carrying these bags,need,ENG
Luggage bohot heavy hai need help carrying these bags,help,ENG
Luggage bohot heavy hai need help carrying these bags,carrying,ENG
Luggage bohot heavy hai need help carrying these bags,these,ENG
Luggage bohot heavy hai need help carrying these bags,bags,ENG
Passport renew karwani hai appointment booked for next week,Passport,ENG
Passport renew karwani hai appointment booked for next week,renew,ENG
Passport renew karwani hai appointment booked for next week,karwani,URD
Passport renew karwani hai appointment booked for next week,hai,URD
Passport renew karwani hai appointment booked for next week,appointment,ENG
Passport renew karwani hai appointment booked for next week,booked,ENG
Passport renew karwani hai appointment booked for next week,for,ENG
Passport renew karwani hai appointment booked for next week,next,ENG
Passport renew karwani hai appointment booked for next week,week,ENG
Beach par chalte hain weather is perfect for sunset view,Beach,ENG
Beach par chalte hain weather is perfect for sunset view,par,URD
Beach par chalte hain weather is perfect for sunset view,chalte,URD
Beach par chalte hain weather is perfect for sunset view,hain,URD
Beach par chalte hain weather is perfect for sunset view,weather,ENG
Beach par chalte hain weather is perfect for sunset view,is,ENG
Beach par chalte hain weather is perfect for sunset view,perfect,ENG
Beach par chalte hain weather is perfect for sunset view,for,ENG
Beach par chalte hain weather is perfect for sunset view,sunset,ENG
Beach par chalte hain weather is perfect for sunset view,view,ENG
Northern areas ka tour plan kar rahe hain next month,Northern,ENG
Northern areas ka tour plan kar rahe hain next month,areas,ENG
Northern areas ka tour plan kar rahe hain next month,ka,URD
Northern areas ka tour plan kar rahe hain next month,tour,ENG
Northern areas ka tour plan kar rahe hain next month,plan,ENG
Northern areas ka tour plan kar rahe hain next month,kar,URD
Northern areas ka tour plan kar rahe hain next month,rahe,URD
Northern areas ka tour plan kar rahe hain next month,hain,URD
Northern areas ka tour plan kar rahe hain next month,next,ENG
Northern areas ka tour plan kar rahe hain next month,month,ENG
Resort bohot peaceful hai total relax mode on,Resort,ENG
Resort bohot peaceful hai total relax mode on,bohot,URD
Resort bohot peaceful hai total relax mode on,peaceful,ENG
Resort bohot peaceful hai total relax mode on,hai,URD
Resort bohot peaceful hai total relax mode on,total,ENG
Resort bohot peaceful hai total relax mode on,relax,ENG
Resort bohot peaceful hai total relax mode on,mode,ENG
Resort bohot peaceful hai total relax mode on,on,ENG
Local street food try karte hain highly recommended by reviews,Local,ENG
Local street food try karte hain highly recommended by reviews,street,ENG
Local street food try karte hain highly recommended by reviews,food,ENG
Local street food try karte hain highly recommended by reviews,try,ENG
Local street food try karte hain highly recommended by reviews,karte,URD
Local street food try karte hain highly recommended by reviews,hain,URD
Local street food try karte hain highly recommended by reviews,highly,ENG
Local street food try karte hain highly recommended by reviews,recommended,ENG
Local street food try karte hain highly recommended by reviews,by,ENG
Local street food try karte hain highly recommended by reviews,reviews,ENG
Driver late aaya missed the morning connection,Driver,ENG
Driver late aaya missed the morning connection,late,ENG
Driver late aaya missed the morning connection,aaya,URD
Driver late aaya missed the morning connection,missed,ENG
Driver late aaya missed the morning connection,the,ENG
Driver late aaya missed the morning connection,morning,ENG
Driver late aaya missed the morning connection,connection,ENG
Camera charge kar lo taking tons of scenic pictures,Camera,ENG
Camera charge kar lo taking tons of scenic pictures,charge,ENG
Camera charge kar lo taking tons of scenic pictures,kar,URD
Camera charge kar lo taking tons of scenic pictures,lo,URD
Camera charge kar lo taking tons of scenic pictures,taking,ENG
Camera charge kar lo taking tons of scenic pictures,tons,ENG
Camera charge kar lo taking tons of scenic pictures,of,ENG
Camera charge kar lo taking tons of scenic pictures,scenic,ENG
Camera charge kar lo taking tons of scenic pictures,pictures,ENG
Souvenirs khareed liye hain for family and friends,Souvenirs,ENG
Souvenirs khareed liye hain for family and friends,khareed,URD
Souvenirs khareed liye hain for family and friends,liye,URD
Souvenirs khareed liye hain for family and friends,hain,URD
Souvenirs khareed liye hain for family and friends,for,ENG
Souvenirs khareed liye hain for family and friends,family,ENG
Souvenirs khareed liye hain for family and friends,and,ENG
Souvenirs khareed liye hain for family and friends,friends,ENG
Guide explain kar raha tha history was super interesting,Guide,ENG
Guide explain kar raha tha history was super interesting,explain,ENG
Guide explain kar raha tha history was super interesting,kar,URD
Guide explain kar raha tha history was super interesting,raha,URD
Guide explain kar raha tha history was super interesting,tha,URD
Guide explain kar raha tha history was super interesting,history,ENG
Guide explain kar raha tha history was super interesting,was,ENG
Guide explain kar raha tha history was super interesting,super,ENG
Guide explain kar raha tha history was super interesting,interesting,ENG
Return journey tomorrow hai packing everything back,Return,ENG
Return journey tomorrow hai packing everything back,journey,ENG
Return journey tomorrow hai packing everything back,tomorrow,ENG
Return journey tomorrow hai packing everything back,hai,URD
Return journey tomorrow hai packing everything back,packing,ENG
Return journey tomorrow hai packing everything back,everything,ENG
Return journey tomorrow hai packing everything back,back,ENG
Bohot achhi baat hai I am extremely happy for you,Bohot,URD
Bohot achhi baat hai I am extremely happy for you,achhi,URD
Bohot achhi baat hai I am extremely happy for you,baat,URD
Bohot achhi baat hai I am extremely happy for you,hai,URD
Bohot achhi baat hai I am extremely happy for you,I,ENG
Bohot achhi baat hai I am extremely happy for you,am,ENG
Bohot achhi baat hai I am extremely happy for you,extremely,ENG
Bohot achhi baat hai I am extremely happy for you,happy,ENG
Bohot achhi baat hai I am extremely happy for you,for,ENG
Bohot achhi baat hai I am extremely happy for you,you,ENG
Mera mood off hai don t feel like talking to anyone,Mera,URD
Mera mood off hai don t feel like talking to anyone,mood,ENG
Mera mood off hai don t feel like talking to anyone,off,ENG
Mera mood off hai don t feel like talking to anyone,hai,URD
Mera mood off hai don t feel like talking to anyone,don,ENG
Mera mood off hai don t feel like talking to anyone,t,ENG
Mera mood off hai don t feel like talking to anyone,feel,ENG
Mera mood off hai don t feel like talking to anyone,like,ENG
Mera mood off hai don t feel like talking to anyone,talking,ENG
Mera mood off hai don t feel like talking to anyone,to,ENG
Mera mood off hai don t feel like talking to anyone,anyone,ENG
Gussa mat ho it was just an accidental mistake,Gussa,URD
Gussa mat ho it was just an accidental mistake,mat,URD
Gussa mat ho it was just an accidental mistake,ho,URD
Gussa mat ho it was just an accidental mistake,it,ENG
Gussa mat ho it was just an accidental mistake,was,ENG
Gussa mat ho it was just an accidental mistake,just,ENG
Gussa mat ho it was just an accidental mistake,an,ENG
Gussa mat ho it was just an accidental mistake,accidental,ENG
Gussa mat ho it was just an accidental mistake,mistake,ENG
I am so proud of you bohot hard work kiya hai tumne,I,ENG
I am so proud of you bohot hard work kiya hai tumne,am,ENG
I am so proud of you bohot hard work kiya hai tumne,so,ENG
I am so proud of you bohot hard work kiya hai tumne,proud,ENG
I am so proud of you bohot hard work kiya hai tumne,of,ENG
I am so proud of you bohot hard work kiya hai tumne,you,ENG
I am so proud of you bohot hard work kiya hai tumne,bohot,URD
I am so proud of you bohot hard work kiya hai tumne,hard,ENG
I am so proud of you bohot hard work kiya hai tumne,work,ENG
I am so proud of you bohot hard work kiya hai tumne,kiya,URD
I am so proud of you bohot hard work kiya hai tumne,hai,URD
I am so proud of you bohot hard work kiya hai tumne,tumne,URD
Trust me main sach bol raha hoon without any exaggeration,Trust,ENG
Trust me main sach bol raha hoon without any exaggeration,me,ENG
Trust me main sach bol raha hoon without any exaggeration,main,URD
Trust me main sach bol raha hoon without any exaggeration,sach,URD
Trust me main sach bol raha hoon without any exaggeration,bol,URD
Trust me main sach bol raha hoon without any exaggeration,raha,URD
Trust me main sach bol raha hoon without any exaggeration,hoon,URD
Trust me main sach bol raha hoon without any exaggeration,without,ENG
Trust me main sach bol raha hoon without any exaggeration,any,ENG
Trust me main sach bol raha hoon without any exaggeration,exaggeration,ENG
Missed you so much finally meeting after ages,Missed,ENG
Missed you so much finally meeting after ages,you,ENG
Missed you so much finally meeting after ages,so,ENG
Missed you so much finally meeting after ages,much,ENG
Missed you so much finally meeting after ages,finally,ENG
Missed you so much finally meeting after ages,meeting,ENG
Missed you so much finally meeting after ages,after,ENG
Missed you so much finally meeting after ages,ages,ENG
Soch samajh kar decision lo don t rush into things,Soch,URD
Soch samajh kar decision lo don t rush into things,samajh,URD
Soch samajh kar decision lo don t rush into things,kar,URD
Soch samajh kar decision lo don t rush into things,decision,ENG
Soch samajh kar decision lo don t rush into things,lo,URD
Soch samajh kar decision lo don t rush into things,don,ENG
Soch samajh kar decision lo don t rush into things,t,ENG
Soch samajh kar decision lo don t rush into things,rush,ENG
Soch samajh kar decision lo don t rush into things,into,ENG
Soch samajh kar decision lo don t rush into things,things,ENG
Sab theek ho jaye ga just stay strong and patient,Sab,URD
Sab theek ho jaye ga just stay strong and patient,theek,URD
Sab theek ho jaye ga just stay strong and patient,ho,URD
Sab theek ho jaye ga just stay strong and patient,jaye,URD
Sab theek ho jaye ga just stay strong and patient,ga,URD
Sab theek ho jaye ga just stay strong and patient,just,ENG
Sab theek ho jaye ga just stay strong and patient,stay,ENG
Sab theek ho jaye ga just stay strong and patient,strong,ENG
Sab theek ho jaye ga just stay strong and patient,and,ENG
Sab theek ho jaye ga just stay strong and patient,patient,ENG
Surprise gift pasand aaya hope you loved it,Surprise,ENG
Surprise gift pasand aaya hope you loved it,gift,ENG
Surprise gift pasand aaya hope you loved it,pasand,URD
Surprise gift pasand aaya hope you loved it,aaya,URD
Surprise gift pasand aaya hope you loved it,hope,ENG
Surprise gift pasand aaya hope you loved it,you,ENG
Surprise gift pasand aaya hope you loved it,loved,ENG
Surprise gift pasand aaya hope you loved it,it,ENG
Dil toot gaya mera expecting way better from you,Dil,URD
Dil toot gaya mera expecting way better from you,toot,URD
Dil toot gaya mera expecting way better from you,gaya,URD
Dil toot gaya mera expecting way better from you,mera,URD
Dil toot gaya mera expecting way better from you,expecting,ENG
Dil toot gaya mera expecting way better from you,way,ENG
Dil toot gaya mera expecting way better from you,better,ENG
Dil toot gaya mera expecting way better from you,from,ENG
Dil toot gaya mera expecting way better from you,you,ENG
Confusion bohot hai can you please clarify this again,Confusion,ENG
Confusion bohot hai can you please clarify this again,bohot,URD
Confusion bohot hai can you please clarify this again,hai,URD
Confusion bohot hai can you please clarify this again,can,ENG
Confusion bohot hai can you please clarify this again,you,ENG
Confusion bohot hai can you please clarify this again,please,ENG
Confusion bohot hai can you please clarify this again,clarify,ENG
Confusion bohot hai can you please clarify this again,this,ENG
Confusion bohot hai can you please clarify this again,again,ENG
Respect earned hoti hai cannot force anyone to care,Respect,ENG
Respect earned hoti hai cannot force anyone to care,earned,ENG
Respect earned hoti hai cannot force anyone to care,hoti,URD
Respect earned hoti hai cannot force anyone to care,hai,URD
Respect earned hoti hai cannot force anyone to care,cannot,ENG
Respect earned hoti hai cannot force anyone to care,force,ENG
Respect earned hoti hai cannot force anyone to care,anyone,ENG
Respect earned hoti hai cannot force anyone to care,to,ENG
Respect earned hoti hai cannot force anyone to care,care,ENG
Honesty is important jhooth mat bolo right now,Honesty,ENG
Honesty is important jhooth mat bolo right now,is,ENG
Honesty is important jhooth mat bolo right now,important,ENG
Honesty is important jhooth mat bolo right now,jhooth,URD
Honesty is important jhooth mat bolo right now,mat,URD
Honesty is important jhooth mat bolo right now,bolo,URD
Honesty is important jhooth mat bolo right now,right,ENG
Honesty is important jhooth mat bolo right now,now,ENG
Suno ek baat I need your opinion on something urgent,Suno,URD
Suno ek baat I need your opinion on something urgent,ek,URD
Suno ek baat I need your opinion on something urgent,baat,URD
Suno ek baat I need your opinion on something urgent,I,ENG
Suno ek baat I need your opinion on something urgent,need,ENG
Suno ek baat I need your opinion on something urgent,your,ENG
Suno ek baat I need your opinion on something urgent,opinion,ENG
Suno ek baat I need your opinion on something urgent,on,ENG
Suno ek baat I need your opinion on something urgent,something,ENG
Suno ek baat I need your opinion on something urgent,urgent,ENG
Overthinking mat karo everything will turn out fine,Overthinking,ENG
Overthinking mat karo everything will turn out fine,mat,URD
Overthinking mat karo everything will turn out fine,karo,URD
Overthinking mat karo everything will turn out fine,everything,ENG
Overthinking mat karo everything will turn out fine,will,ENG
Overthinking mat karo everything will turn out fine,turn,ENG
Overthinking mat karo everything will turn out fine,out,ENG
Overthinking mat karo everything will turn out fine,fine,ENG
Careless behaviour mat dikhao take responsibilities seriously,Careless,ENG
Careless behaviour mat dikhao take responsibilities seriously,behaviour,ENG
Careless behaviour mat dikhao take responsibilities seriously,mat,URD
Careless behaviour mat dikhao take responsibilities seriously,dikhao,URD
Careless behaviour mat dikhao take responsibilities seriously,take,ENG
Careless behaviour mat dikhao take responsibilities seriously,responsibilities,ENG
Careless behaviour mat dikhao take responsibilities seriously,seriously,ENG
Understanding issue hai we need to communicate directly,Understanding,ENG
Understanding issue hai we need to communicate directly,issue,ENG
Understanding issue hai we need to communicate directly,hai,URD
Understanding issue hai we need to communicate directly,we,ENG
Understanding issue hai we need to communicate directly,need,ENG
Understanding issue hai we need to communicate directly,to,ENG
Understanding issue hai we need to communicate directly,communicate,ENG
Understanding issue hai we need to communicate directly,directly,ENG
Support ke liye thanks could not do this without you,Support,ENG
Support ke liye thanks could not do this without you,ke,URD
Support ke liye thanks could not do this without you,liye,URD
Support ke liye thanks could not do this without you,thanks,ENG
Support ke liye thanks could not do this without you,could,ENG
Support ke liye thanks could not do this without you,not,ENG
Support ke liye thanks could not do this without you,do,ENG
Support ke liye thanks could not do this without you,this,ENG
Support ke liye thanks could not do this without you,without,ENG
Support ke liye thanks could not do this without you,you,ENG
Jealous feel kar raha hai seeing all those holiday posts,Jealous,ENG
Jealous feel kar raha hai seeing all those holiday posts,feel,ENG
Jealous feel kar raha hai seeing all those holiday posts,kar,URD
Jealous feel kar raha hai seeing all those holiday posts,raha,URD
Jealous feel kar raha hai seeing all those holiday posts,hai,URD
Jealous feel kar raha hai seeing all those holiday posts,seeing,ENG
Jealous feel kar raha hai seeing all those holiday posts,all,ENG
Jealous feel kar raha hai seeing all those holiday posts,those,ENG
Jealous feel kar raha hai seeing all those holiday posts,holiday,ENG
Jealous feel kar raha hai seeing all those holiday posts,posts,ENG
Patience rakho thoda good things take time always,Patience,ENG
Patience rakho thoda good things take time always,rakho,URD
Patience rakho thoda good things take time always,thoda,URD
Patience rakho thoda good things take time always,good,ENG
Patience rakho thoda good things take time always,things,ENG
Patience rakho thoda good things take time always,take,ENG
Patience rakho thoda good things take time always,time,ENG
Patience rakho thoda good things take time always,always,ENG
Junk food kam khao focus on healthy diet from now,Junk,ENG
Junk food kam khao focus on healthy diet from now,food,ENG
Junk food kam khao focus on healthy diet from now,kam,URD
Junk food kam khao focus on healthy diet from now,khao,URD
Junk food kam khao focus on healthy diet from now,focus,ENG
Junk food kam khao focus on healthy diet from now,on,ENG
Junk food kam khao focus on healthy diet from now,healthy,ENG
Junk food kam khao focus on healthy diet from now,diet,ENG
Junk food kam khao focus on healthy diet from now,from,ENG
Junk food kam khao focus on healthy diet from now,now,ENG
Doctor ne medicine prescribe ki hai take it twice daily,Doctor,ENG
Doctor ne medicine prescribe ki hai take it twice daily,ne,URD
Doctor ne medicine prescribe ki hai take it twice daily,medicine,ENG
Doctor ne medicine prescribe ki hai take it twice daily,prescribe,ENG
Doctor ne medicine prescribe ki hai take it twice daily,ki,URD
Doctor ne medicine prescribe ki hai take it twice daily,hai,URD
Doctor ne medicine prescribe ki hai take it twice daily,take,ENG
Doctor ne medicine prescribe ki hai take it twice daily,it,ENG
Doctor ne medicine prescribe ki hai take it twice daily,twice,ENG
Doctor ne medicine prescribe ki hai take it twice daily,daily,ENG
Fever ho raha hai resting at home whole day,Fever,ENG
Fever ho raha hai resting at home whole day,ho,URD
Fever ho raha hai resting at home whole day,raha,URD
Fever ho raha hai resting at home whole day,hai,URD
Fever ho raha hai resting at home whole day,resting,ENG
Fever ho raha hai resting at home whole day,at,ENG
Fever ho raha hai resting at home whole day,home,ENG
Fever ho raha hai resting at home whole day,whole,ENG
Fever ho raha hai resting at home whole day,day,ENG
Headache bohot severe hai taking a quick nap,Headache,ENG
Headache bohot severe hai taking a quick nap,bohot,URD
Headache bohot severe hai taking a quick nap,severe,ENG
Headache bohot severe hai taking a quick nap,hai,URD
Headache bohot severe hai taking a quick nap,taking,ENG
Headache bohot severe hai taking a quick nap,a,ENG
Headache bohot severe hai taking a quick nap,quick,ENG
Headache bohot severe hai taking a quick nap,nap,ENG
Water intake increase karo stay hydrated all day,Water,ENG
Water intake increase karo stay hydrated all day,intake,ENG
Water intake increase karo stay hydrated all day,increase,ENG
Water intake increase karo stay hydrated all day,karo,URD
Water intake increase karo stay hydrated all day,stay,ENG
Water intake increase karo stay hydrated all day,hydrated,ENG
Water intake increase karo stay hydrated all day,all,ENG
Water intake increase karo stay hydrated all day,day,ENG
Biryani order kar lo best choice for Sunday lunch,Biryani,URD
Biryani order kar lo best choice for Sunday lunch,order,ENG
Biryani order kar lo best choice for Sunday lunch,kar,URD
Biryani order kar lo best choice for Sunday lunch,lo,URD
Biryani order kar lo best choice for Sunday lunch,best,ENG
Biryani order kar lo best choice for Sunday lunch,choice,ENG
Biryani order kar lo best choice for Sunday lunch,for,ENG
Biryani order kar lo best choice for Sunday lunch,Sunday,ENG
Biryani order kar lo best choice for Sunday lunch,lunch,ENG
Spicy food pasand hai adding extra chili flakes,Spicy,ENG
Spicy food pasand hai adding extra chili flakes,food,ENG
Spicy food pasand hai adding extra chili flakes,pasand,URD
Spicy food pasand hai adding extra chili flakes,hai,URD
Spicy food pasand hai adding extra chili flakes,adding,ENG
Spicy food pasand hai adding extra chili flakes,extra,ENG
Spicy food pasand hai adding extra chili flakes,chili,ENG
Spicy food pasand hai adding extra chili flakes,flakes,ENG
Calories count kar raha hoon strictly on diet right now,Calories,ENG
Calories count kar raha hoon strictly on diet right now,count,ENG
Calories count kar raha hoon strictly on diet right now,kar,URD
Calories count kar raha hoon strictly on diet right now,raha,URD
Calories count kar raha hoon strictly on diet right now,hoon,URD
Calories count kar raha hoon strictly on diet right now,strictly,ENG
Calories count kar raha hoon strictly on diet right now,on,ENG
Calories count kar raha hoon strictly on diet right now,diet,ENG
Calories count kar raha hoon strictly on diet right now,right,ENG
Calories count kar raha hoon strictly on diet right now,now,ENG
Weight lose karna hai running 5 km every single morning,Weight,ENG
Weight lose karna hai running 5 km every single morning,lose,ENG
Weight lose karna hai running 5 km every single morning,karna,URD
Weight lose karna hai running 5 km every single morning,hai,URD
Weight lose karna hai running 5 km every single morning,running,ENG
Weight lose karna hai running 5 km every single morning,5,MIX
Weight lose karna hai running 5 km every single morning,km,ENG
Weight lose karna hai running 5 km every single morning,every,ENG
Weight lose karna hai running 5 km every single morning,single,ENG
Weight lose karna hai running 5 km every single morning,morning,ENG
Protein intake complete nahi ho raha buying whey supplement,Protein,ENG
Protein intake complete nahi ho raha buying whey supplement,intake,ENG
Protein intake complete nahi ho raha buying whey supplement,complete,ENG
Protein intake complete nahi ho raha buying whey supplement,nahi,URD
Protein intake complete nahi ho raha buying whey supplement,ho,URD
Protein intake complete nahi ho raha buying whey supplement,raha,URD
Protein intake complete nahi ho raha buying whey supplement,buying,ENG
